name,Phi_void,Phi_acc,density,poreV_void,poreV_acc,Di,Df,Dif,volume,ASA_A2,ASA_m2/cm3,ASA_m2/g,NASA_A2,NASA_m2/cm3,NASA_m2/g,weight
str_m4_o5_o14_acs_sym.79,46.0696280002594,6.290510296821594,1416.2337036282297,0.3252967916399267,0.0444171769158298,4.50899,2.93831,4.50899,1692.65,0.0,0.0,0.0,5.10812,30.1781,21.3087,661.546049022348
